2024-06-04 00:13:08,512 INFO  - Initialize application (at simulation time 229.000,000,000 s)
2024-06-04 00:13:08,513 INFO  - Activated WLAN Module (at simulation time 229.000,000,000 s)
2024-06-04 00:13:08,513 INFO  - Vehicle is outside the detection area. (at simulation time 229.000,000,000 s)
2024-06-04 00:13:08,513 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.000,000,000 s)
2024-06-04 00:13:08,516 INFO  - Vehicle is outside the detection area. (at simulation time 229.100,000,000 s)
2024-06-04 00:13:08,516 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.100,000,000 s)
2024-06-04 00:13:08,517 INFO  - Vehicle is outside the detection area. (at simulation time 229.200,000,000 s)
2024-06-04 00:13:08,517 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.200,000,000 s)
2024-06-04 00:13:08,519 INFO  - Vehicle is outside the detection area. (at simulation time 229.300,000,000 s)
2024-06-04 00:13:08,519 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.300,000,000 s)
2024-06-04 00:13:08,520 INFO  - Vehicle is outside the detection area. (at simulation time 229.400,000,000 s)
2024-06-04 00:13:08,520 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.400,000,000 s)
2024-06-04 00:13:08,521 INFO  - Vehicle is outside the detection area. (at simulation time 229.500,000,000 s)
2024-06-04 00:13:08,521 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.500,000,000 s)
2024-06-04 00:13:08,522 INFO  - Vehicle is outside the detection area. (at simulation time 229.600,000,000 s)
2024-06-04 00:13:08,522 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.600,000,000 s)
2024-06-04 00:13:08,523 INFO  - Vehicle is outside the detection area. (at simulation time 229.700,000,000 s)
2024-06-04 00:13:08,523 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.700,000,000 s)
2024-06-04 00:13:08,525 INFO  - Vehicle is outside the detection area. (at simulation time 229.800,000,000 s)
2024-06-04 00:13:08,525 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.800,000,000 s)
2024-06-04 00:13:08,526 INFO  - Vehicle is outside the detection area. (at simulation time 229.900,000,000 s)
2024-06-04 00:13:08,526 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 229.900,000,000 s)
2024-06-04 00:13:08,533 INFO  - Vehicle is outside the detection area. (at simulation time 230.000,000,000 s)
2024-06-04 00:13:08,533 INFO  - Sent broadcast CAM message to all vehicles (at simulation time 230.000,000,000 s)
